Titre,Note,URL,Commentaire
Repère placé,Tomb,"https://www.google.com/maps/search/-8.9040006,39.5060725",
Repère placé,CIA QG,"https://www.google.com/maps/search/0.413588,9.4330971",
Repère placé,CIA QG,"https://www.google.com/maps/search/-1.2919776,36.8719589",
Repère placé,CIA QG,"https://www.google.com/maps/search/4.860817,31.5641767",
Repère placé,CIA QG,"https://www.google.com/maps/search/4.8608167,31.5641391",
Repère placé,E.A.U Spy QG,"https://www.google.com/maps/search/24.5577456,46.7950962",
Repère placé,DGSE QG,"https://www.google.com/maps/search/33.9989251,-6.8148564",
Repère placé,DGSE QG,"https://www.google.com/maps/search/36.6632844,3.1614155",
Repère placé,DGSE QG,"https://www.google.com/maps/search/36.8550969,10.1823454",
Repère placé,Viking tomb,"https://www.google.com/maps/search/61.5582102,-42.9873502",
Repère placé,CIA QG,"https://www.google.com/maps/search/64.1755993,-51.6713569",
Repère placé,Mossad QG,"https://www.google.com/maps/search/30.1534334,31.3585991",
Repère placé,Mossad QG,"https://www.google.com/maps/search/31.9793381,35.9151318",
Repère placé,Mossad QG,"https://www.google.com/maps/search/33.5250725,36.327621",
Repère placé,Mossad QG,"https://www.google.com/maps/search/33.8784236,35.5287103",
Repère placé,Mossad QG,"https://www.google.com/maps/search/15.298783,44.2352932",
Repère placé,DGSE QG,"https://www.google.com/maps/search/-18.8971956,47.5150849",
Repère placé,DGSE QG,"https://www.google.com/maps/search/-4.3488451,15.3299366",
Repère placé,DGSE QG,"https://www.google.com/maps/search/12.1514745,15.0871971",
Repère placé,DGSE QG,"https://www.google.com/maps/search/13.5080285,2.1649051",
Repère placé,"CIA 
Woman 56yo 1m70 + Man 56yo 1m83
Boss","https://www.google.com/maps/search/55.7381286,37.621818",
Repère placé,CIA QG,"https://www.google.com/maps/search/51.1249133,71.4266745",
Repère placé,FSB QG,"https://www.google.com/maps/search/51.1120849,71.3982062",
Repère placé,MI6 QG,"https://www.google.com/maps/search/53.380953,-6.1967266",
Repère placé,CIA QG,"https://www.google.com/maps/search/53.3866381,-6.2700713",
Repère placé,CIA QG,"https://www.google.com/maps/search/52.1507409,21.0158308",
Repère placé,FSB QG,"https://www.google.com/maps/search/52.186275,21.1806915",
Repère placé,CIA QG,"https://www.google.com/maps/search/53.8863083,27.5363255",
Repère placé,CIA QG,"https://www.google.com/maps/search/54.6580078,25.3622328",
Repère placé,FSB QG,"https://www.google.com/maps/search/54.6624471,25.2945037",
Repère placé,CIA QG,"https://www.google.com/maps/search/57.0250706,24.1274628",
Repère placé,FSB QG,"https://www.google.com/maps/search/56.955683,24.0485345",
Repère placé,CIA QG,"https://www.google.com/maps/search/25.2373988,51.4705852",
Repère placé,FSB QG,"https://www.google.com/maps/search/59.4283782,24.7903839",
Repère placé,CIA QG,"https://www.google.com/maps/search/59.4329807,24.7920274",
Repère placé,CIA QG,"https://www.google.com/maps/search/60.2743492,25.0675868",
Repère placé,DGSE QG,"https://www.google.com/maps/search/6.1919886,1.2030978",
Repère placé,Army QG,"https://www.google.com/maps/search/39.2715544,117.1950775",
Repère placé,DGSE QG,"https://www.google.com/maps/search/13.5477706,2.0992731",
Repère placé,DGSE QG,"https://www.google.com/maps/search/12.1114643,15.0700333",
Repère placé,SNLE,"https://www.google.com/maps/search/34.5993559,-51.0508771",
Repère placé,DGSE BND QG,"https://www.google.com/maps/search/24.8698191,46.6557615",
Repère placé,Dépôt de munitions,"https://www.google.com/maps/search/49.3846384,40.6307995",
Repère placé,"CO
Here
Here
Here","https://www.google.com/maps/search/49.4262908,38.1364997",
Repère placé,CO,"https://www.google.com/maps/search/49.2240821,38.2118349",
Repère placé,CO,"https://www.google.com/maps/search/49.3354707,38.1675144",
Repère placé,Dépôt de munitions,"https://www.google.com/maps/search/49.227247,39.5984129",
Repère placé,CO,"https://www.google.com/maps/search/49.404035,38.1540829",
Repère placé,SNLE,"https://www.google.com/maps/search/49.4004878,-2.5282405",
Repère placé,CO,"https://www.google.com/maps/search/49.334705,38.1604381",
Repère placé,Signals,"https://www.google.com/maps/search/49.391089,38.4522564",
Repère placé,CO,"https://www.google.com/maps/search/49.4257783,38.1533785",
Repère placé,"FSB
Man 49yo
Boss","https://www.google.com/maps/search/6.8164856,-5.259889",
Repère placé,"CIA
Man 56yo
Boss","https://www.google.com/maps/search/6.8135117,-5.2478311",
Repère placé,"CIA
Man 46yo
Boss","https://www.google.com/maps/search/8.4741935,-13.2272712",
Repère placé,"DGSE
Woman 46yo + man 48yo
Boss","https://www.google.com/maps/search/6.811703,-5.2713947",
Repère placé,"CIA
Man 57yo
Boss","https://www.google.com/maps/search/6.806728,-5.2731921",
