Titre,Note,URL,Commentaire
Repère placé,"DGSE
Man 46yo
Boss","https://www.google.com/maps/search/15.4051826,44.2079199",
Repère placé,Lock 74252,"https://www.google.com/maps/search/45.070326,7.6678881",
Repère placé,Lock 654386,"https://www.google.com/maps/search/45.0705142,7.6680047",
Repère placé,US submarine,"https://www.google.com/maps/search/42.8608291,131.9037334",
Repère placé,SNLE,"https://www.google.com/maps/search/42.7738957,5.7282231",
38 Av. Jean Moulin,"Citroën
0561623079
Domart Laurent",https://www.google.com/maps/place/38+Av.+Jean+Moulin/data=!4m2!3m1!1s0x12aebe2fc2f66cef:0x1abaeb9b2ba461b4,
84 Rue Alfred Dumeril,"CIA
Man 39yo + man 38yo + man 38yo + man 37yo
Weapons
They try to kill me",https://www.google.com/maps/place/84+Rue+Alfred+Dumeril/data=!4m2!3m1!1s0x12aebc87a73b405f:0xec0b4a85e9195c07,
Repère placé,"SNLE
Matériel opérationnel :
122 Leclerc
680 milans
175 rafales (89 can fly)
78 mirages 2000
388 micas
133 meteors
200 têtes nucléaires
536 Astérix 
634 mistrales (usés)
77 tigres
35 gazelles
1 lion
Je vends l'information 5000$","https://www.google.com/maps/search/42.6130497,6.1919556",
Repère placé,SNLE,"https://www.google.com/maps/search/42.2967889,6.0132018",
Repère placé,"Tomb
14e
-9m","https://www.google.com/maps/search/42.3535615,116.2219928",
50 Oriel Street Lower,"CIA
Man 50yo
Boss",https://www.google.com/maps/place/50+Oriel+Street+Lower/data=!4m2!3m1!1s0x48670ef4cd6f4acd:0x9cac0f817897b636,
Repère placé,"MI6
Man 53yo
Boss","https://www.google.com/maps/search/53.3417114,-6.2748647",
Repère placé,"FSB
Woman 46yo + man 48yo
Boss","https://www.google.com/maps/search/53.3551561,-6.2662565",
Repère placé,"CIA
Man 54yo
Boss","https://www.google.com/maps/search/53.344101,-6.2728333",
Repère placé,"DLI
Woman 48yo + man 49yo
Boss","https://www.google.com/maps/search/53.3363608,-6.2922287",
Repère placé,"FSB
Man 52yo
Boss","https://www.google.com/maps/search/53.353264,-6.2655548",
Repère placé,Delphine Jubillar 👻,"https://www.google.com/maps/search/43.9660454,2.1415166",
Repère placé,"Surprise à -33m
Old writings from...
JC pas qui C
Gladiateurs
Check DNA","https://www.google.com/maps/search/43.8348501,4.3595073",
74 Chem. Raynal,"Myriam
Bât B",https://www.google.com/maps/place/74+Chem.+Raynal/data=!4m2!3m1!1s0x12aea34db08d90ff:0x126f908ca4d02870,
Repère placé,"CIA
Woman 56yo + man 58yo
Boss","https://www.google.com/maps/search/44.802626,20.4649909",
22 Rue Henri Moissan,"App 11 A
31200
Heliconia",https://www.google.com/maps/place/22+Rue+Henri+Moissan/data=!4m2!3m1!1s0x12aea34cfc4f66f5:0x608ec36ea200d6c9,
Repère placé,"DGSE
Woman 55yo + man 56yo
Boss","https://www.google.com/maps/search/44.4374206,26.1140188",
Maison blanche,Communistes,https://www.google.com/maps/place/Maison+blanche/data=!4m2!3m1!1s0x12aebb5e0d82cd9b:0x1f86be792110ad24,
36 Rue Danielle Casanova,REV,https://www.google.com/maps/place/36+Rue+Danielle+Casanova/data=!4m2!3m1!1s0x12aebb5c79fb647b:0xcef82df3721b3401,
Repère placé,"CIA
Boss
Weapons","https://www.google.com/maps/search/43.6287401,1.4514918",
BlastoDice,Bar à jeux,https://www.google.com/maps/place/BlastoDice/data=!4m2!3m1!1s0x12aebb5be97d8f57:0xaa0cd4eb139ddbb0,
Kalimera,Bar communiste,https://www.google.com/maps/place/Kalimera/data=!4m2!3m1!1s0x12aebb5dd2ff2e87:0x56ebcf02b87cf2e0,
Yggdrasil,Bar à jeux,https://www.google.com/maps/place/Yggdrasil/data=!4m2!3m1!1s0x12aebcac35b190c5:0xedecbf8ac3a93332,
Repère placé,"DGSE
Woman 37yo + Man 38yo
Salon placard SD card
Boss","https://www.google.com/maps/search/44.4309665,26.1272854",
Repère placé,"Tombe
10e siècle
Couple
Weapons
Gold","https://www.google.com/maps/search/43.2355763,-1.8738804",
Repère placé,Suzanne Viguier 👻,"https://www.google.com/maps/search/43.5216184,1.4530988",
Repère placé,"CIA
Man 44yo
Boss","https://www.google.com/maps/search/6.3178538,-10.8090355",
Repère placé,"DGSE
Man 46yo
Boss","https://www.google.com/maps/search/6.4902772,2.6157177",
Repère placé,"CIA
Man 52yo
Bureau tiroir SD card
Boss","https://www.google.com/maps/search/6.4834487,2.6195184",
Repère placé,"CIA
Woman 43yo + man 45yo
Boss","https://www.google.com/maps/search/5.8333584,-55.1442805",
Repère placé,"CIA
Man 53yo
Boss","https://www.google.com/maps/search/6.3614108,2.4137997",
Repère placé,"DGSE
Man 43yo
Boss","https://www.google.com/maps/search/3.7530677,8.7824921",
Repère placé,"CIA
Man 54yo
Boss","https://www.google.com/maps/search/3.7549426,8.7847381",
Repère placé,"DLI
Man 55yo
Boss","https://www.google.com/maps/search/3.1456013,101.7198858",
"26, Jalan Bruas","CIA
Man 53yo
Boss","https://www.google.com/maps/place/26,+Jalan+Bruas/data=!4m2!3m1!1s0x31cc48561dc39fbf:0x9bbecec6ff8a8f62",
54 Kennedy St,"NZSIS
Man 46yo
Boss",https://www.google.com/maps/place/54+Kennedy+St/data=!4m2!3m1!1s0x6b164cf97b4a0953:0xbe4dd14be53bf0a5,
Repère placé,"DLI
Man 54yo
Boss","https://www.google.com/maps/search/3.2080533,101.7008317",
Repère placé,"DGSE
Woman 52yo + man 53yo
Boss","https://www.google.com/maps/search/3.2175096,101.6868832",
Repère placé,"CIA
Man 33yo + woman 3yo
Couloir tapisserie SD card
Big Boss CIA caramba","https://www.google.com/maps/search/-35.3165949,149.1009729",
Repère placé,"CIA
Woman 42yo 1m66 + Man 44yo 1m83
Boss","https://www.google.com/maps/search/3.2049531,101.6936075",
Repère placé,"Tomb
Witch
330 ap JC
20m around
-7m","https://www.google.com/maps/search/3.4323797,34.8830536",
Repère placé,"King tomb
3000 av JC
-10m","https://www.google.com/maps/search/3.5336539,37.580855",
Repère placé,"CIA
Man 48yo
Boss","https://www.google.com/maps/search/3.1485295,101.7103817",
Repère placé,"MI6
Man 51yo
Boss","https://www.google.com/maps/search/-6.1806916,35.736321",
Repère placé,"CIA
Man 56yo 1m77
Boss","https://www.google.com/maps/search/0.3971156,9.4486281",
Repère placé,Lock 737653,"https://www.google.com/maps/search/48.5726372,7.7497494",
Repère placé,Lock 132664,"https://www.google.com/maps/search/43.7029652,7.2747208",
Repère placé,Lock 376364,"https://www.google.com/maps/search/43.7027356,7.2745807",
Repère placé,Lock 435633,"https://www.google.com/maps/search/43.6096108,3.881655",
Repère placé,Lock 344626,"https://www.google.com/maps/search/43.6258523,3.8163563",
Repère placé,Lock 583739,"https://www.google.com/maps/search/37.5029082,15.0801036",
Repère placé,"Saudi double agent CIA
Man 46yo 1m83
Lock 626945","https://www.google.com/maps/search/24.7757846,46.8236711",
Repère placé,Lock 696343,"https://www.google.com/maps/search/38.1228343,13.3600154",
Repère placé,"Saudi double agent CIA
Man 46yo 1m86","https://www.google.com/maps/search/24.7032906,46.7115233",
Repère placé,"Saudi double agent CIA
Man 53yo 1m73","https://www.google.com/maps/search/24.7341104,46.6602619",
Repère placé,"Saudi double agent CIA
Man 53yo 1m76","https://www.google.com/maps/search/24.7554544,46.6620838",
Repère placé,"Locks
Level 5: 323633
Level 2: 253732","https://www.google.com/maps/search/41.3863386,2.175004",
Repère placé,"CIA
Woman 46yo + man 46yo
Boss","https://www.google.com/maps/search/-33.415265,-70.6826854",
St Mary’s Cathedral nuka’alufa,"DGSE
Man 55yo
Boss",https://www.google.com/maps/place/St+Mary%E2%80%99s+Cathedral+nuka%E2%80%99alufa/data=!4m2!3m1!1s0x71f4a40c4affffff:0x298d07ec0a0d2869,
Repère placé,"DGSI
Man 37yo","https://www.google.com/maps/search/-22.2764036,166.4549035",
Repère placé,"CIA
Man 53yo
Boss","https://www.google.com/maps/search/-18.8970104,47.5247962",
Repère placé,"MI6
Man 47yo
Boss","https://www.google.com/maps/search/-24.6509405,25.9171008",
Guenoas 3730,CIA,https://www.google.com/maps/place/Guenoas+3730/data=!4m2!3m1!1s0x95a02a9aadeed013:0xc85322f8c1298a2e,
Repère placé,"MI6
Man 52yo
Boss","https://www.google.com/maps/search/-23.5591486,-46.6156383",
6 Blake Pl,"DLI
Man 47yo + woman 47yo",https://www.google.com/maps/place/6+Blake+Pl/data=!4m2!3m1!1s0x6b17b4b5945fe3ef:0x5204a45256f12624,
Repère placé,"Lock 
Level 4: 743233
Level 2: 338337","https://www.google.com/maps/search/41.386433,2.1751686",
Repère placé,Lock 361326,"https://www.google.com/maps/search/40.4128002,-3.694812",
