Titre,Note,URL,Commentaire
👻
Taiwan is a trap
You're too weak
You feel stronger?
You have tactical nukes?","https://www.google.com/maps/search/24.8786121,118.6555966",
Repère placé,Infantry barracks,"https://www.google.com/maps/search/24.4101596,118.0372777",
Repère placé,"Stop your war, you're too weak.
Wait 20y you'll be stronger.
And USA will master war robots.
Maybe world peace is a better solution now?
You just need to remove xi jiping and sign my peace pact. And give me light to destroy CIA. Please. Thank you.","https://www.google.com/maps/search/24.8787797,118.6552469",
Repère placé,Military supply,"https://www.google.com/maps/search/23.3518963,116.7296629",
Repère placé,"CIA
Man 59yo
Boss","https://www.google.com/maps/search/24.3291228,54.5503539",
Repère placé,Ammo supply,"https://www.google.com/maps/search/24.4095563,118.0368794",
Repère placé,Military supply,"https://www.google.com/maps/search/23.5688166,117.0992891",
Repère placé,"CIA
Man 34yo + woman 28yo (❤️)
Chambre lit es Descartes
Big boss CIA Musk hâte","https://www.google.com/maps/search/23.5546735,58.3786014",
Repère placé,"Corrupted agent CIA 
Man 54yo 1m73","https://www.google.com/maps/search/24.4247194,54.5577699",
Repère placé,"Corrupted agent CIA 
Man 41yo 1m82","https://www.google.com/maps/search/24.4387263,54.4156336",
Repère placé,"Corrupted agent CIA 
Man 54yo 1m74","https://www.google.com/maps/search/25.2817308,51.5436901",
Repère placé,CIA,"https://www.google.com/maps/search/43.6120942,1.4932069",
Repère placé,"Corrupted agent CIA 
Man 57yo 1m73","https://www.google.com/maps/search/25.2778776,55.3251556",
Repère placé,"CIA 
Man 44yo 1m76
Boss","https://www.google.com/maps/search/35.7259631,51.3486241",
Repère placé,"DGSE 
Man 57yo 1m79
Boss","https://www.google.com/maps/search/35.7334375,51.3476009",
Repère placé,"Corrupted agent CIA 
Man 46yo 1m84","https://www.google.com/maps/search/24.4475018,54.3911768",
Repère placé,"CIA
Man 54yo
Bureau lock 76714251","https://www.google.com/maps/search/48.8518352,2.316808",
Repère placé,"CIA
Woman 51yo + Man 52yo
Bureau lock 566741","https://www.google.com/maps/search/48.8483908,2.3514031",
Repère placé,CO,"https://www.google.com/maps/search/48.6197396,38.3759834",
Repère placé,"MI6
Man 47yo
Boss","https://www.google.com/maps/search/48.1601721,17.1414654",
8 Rue Vivienne,"CIA boss
Man 46yo
Chambre tiroir SD card 
Mat",https://www.google.com/maps/place/8+Rue+Vivienne/data=!4m2!3m1!1s0x47e66e3b59eca27f:0x38a3ee498311bb01,
Repère placé,"CIA
Man 45yo
Bureau lock 816513","https://www.google.com/maps/search/48.829408,2.3345961",
Repère placé,"MI6
Man 42yo
Boss","https://www.google.com/maps/search/48.2366717,16.3861402",
Repère placé,"CIA 7e étage
Man 37yo + woman 36yo","https://www.google.com/maps/search/48.8531213,2.2763113",
