Titre,Note,URL,Commentaire
Man 43yo
Boss","https://www.google.com/maps/search/35.7046029,139.8054272",
District 5,"CIA
Man 54yo
Boss",https://www.google.com/maps/place/District+5/data=!4m2!3m1!1s0x3f8dfddc34181647:0x57d89be1ed8461d4,
Repère placé,"FSB
Woman 57yo + man 62yo
Boss","https://www.google.com/maps/search/35.6968998,51.4521882",
Repère placé,"CIA
Man 46yo
Boss","https://www.google.com/maps/search/35.7072663,51.4029687",
Repère placé,"CIA
Man 58yo
Boss","https://www.google.com/maps/search/12.1451928,-86.2785678",
"Ah Chew Electric Co.,Ltd.",,"https://www.google.com/maps/place/Ah+Chew+Electric+Co.,Ltd./data=!4m2!3m1!1s0x30e29923a1817c57:0x2e4e102b6843d34",
Repère placé,"DGSE
Man 47yo
Boss","https://www.google.com/maps/search/11.8532799,-15.6171959",
Repère placé,"DGSE
Man 48yo
Boss","https://www.google.com/maps/search/13.5263145,2.1495055",
Repère placé,"DGSE
Man 51yo
Boss","https://www.google.com/maps/search/13.5611751,2.103282",
Repère placé,"CIA
Man 55yo
Boss","https://www.google.com/maps/search/10.5021359,-66.8224733",
Repère placé,"CIA
Man 44yo
Boss","https://www.google.com/maps/search/13.5356174,2.1238891",
Repère placé,"DGSE
Man 58yo
Boss","https://www.google.com/maps/search/13.5349214,2.1262173",
Repère placé,"DGSE
Man 57yo
Boss","https://www.google.com/maps/search/11.5891277,43.1503627",
Repère placé,"DGSE
Man 53yo
Boss","https://www.google.com/maps/search/13.5253278,2.126061",
Repère placé,"DGSE
Man 45yo
Boss","https://www.google.com/maps/search/13.5271184,2.1487374",
Repère placé,Dig here,"https://www.google.com/maps/search/-15.8529047,-69.4046705",
Repère placé,"DGSE
Man 39yo
Boss","https://www.google.com/maps/search/-16.4915786,-68.1252994",
50,"CIA
Man 48yo
Boss",https://www.google.com/maps/place/50/data=!4m2!3m1!1s0x935a2e31cf0a48dd:0x4c7d51904f221a0a,
Repère placé,"MI6
Man 45yo
Boss","https://www.google.com/maps/search/-16.4949654,-68.1434083",
15,"DGSE
Man 53yo
Boss",https://www.google.com/maps/place/15/data=!4m2!3m1!1s0x935a24fc4a08642f:0xd7943f1a47fc72f9,
Repère placé,"DLI
Man 57yo
Boss","https://www.google.com/maps/search/-21.14405,-175.1963983",
Repère placé,"MI6
Man 47yo
Boss","https://www.google.com/maps/search/-17.835257,31.0452802",
Repère placé,"DGSE
Man 57yo
Boss","https://www.google.com/maps/search/-17.7166731,168.3212442",
