Titre,Note,URL,Commentaire
Repère placé,"DGSE
Man 46yo
Boss","https://www.google.com/maps/search/3.8775414,11.5167061",
Repère placé,"Tomb
Witch
20m around
140 ap JC
-9m","https://www.google.com/maps/search/2.8442073,34.4566132",
Repère placé,"MI6
Man 40yo
Boss","https://www.google.com/maps/search/2.043291,45.3429322",
Repère placé,"DGSE
Man 40yo
Boss","https://www.google.com/maps/search/3.8679533,11.508",
Repère placé,"Witch
100 av JC
20m around
-10m","https://www.google.com/maps/search/1.3343638,14.077169",
Repère placé,"DGSE
Man 53yo
Boss","https://www.google.com/maps/search/37.9790715,23.7304403",
Repère placé,"CIA
Man 53yo
Boss","https://www.google.com/maps/search/37.9609317,23.716254",
Repère placé,"DGSE
Woman 47yo + man 48yo
Boss","https://www.google.com/maps/search/37.9882501,23.7293965",
Repère placé,"CIA
Man 55yo
Boss","https://www.google.com/maps/search/36.793682,10.1783549",
Repère placé,"MI6
Man 56yo
Boss","https://www.google.com/maps/search/37.5475583,126.9569832",
6-11 Garwol-dong,DLI,https://www.google.com/maps/place/6-11+Garwol-dong/data=!4m2!3m1!1s0x357ca2687b74673d:0xde70a20a6d5027bd,
160-6 Huam-dong,"DGSE
Woman 60yo + man 61yo
Big boss",https://www.google.com/maps/place/160-6+Huam-dong/data=!4m2!3m1!1s0x357ca2429f320fc9:0x494b2391bfd7e925,
Repère placé,"MI6
Man 51yo
Boss","https://www.google.com/maps/search/-22.9153036,-43.1923574",
Repère placé,"DGSE
Man 44yo
Boss","https://www.google.com/maps/search/-26.070742,28.0440382",
Repère placé,"DGSE
Man 40yo
Boss","https://www.google.com/maps/search/-34.8659348,-56.1808423",
Villa Alemana 3028,"DLI
Man 52yo
Boss",https://www.google.com/maps/place/Villa+Alemana+3028/data=!4m2!3m1!1s0x9662c5fd66340bdb:0xf61fbe3bb081ac2a,
Repère placé,"DLI
Man 52yo
Boss","https://www.google.com/maps/search/-33.4099825,-70.6707372",
GOMACC,"SSA
Woman 35yo",https://www.google.com/maps/place/GOMACC/data=!4m2!3m1!1s0x1e950ea669101459:0x9e42f21f070769df,
Repère placé,"Épave polynésienne
920 ap JC","https://www.google.com/maps/search/-28.84158,-129.2123391",
Repère placé,"CIA
Man 53yo
Boss","https://www.google.com/maps/search/-34.5946445,-58.3844359",
Repère placé,"CIA
Man 44yo
Boss","https://www.google.com/maps/search/-34.7476313,-58.4868161",
Repère placé,"CIA
Woman 43yo + man 45yo
Boss","https://www.google.com/maps/search/-23.5438202,-46.6021777",
Repère placé,Lock 462722,"https://www.google.com/maps/search/50.8725927,4.4248778",
Repère placé,Lock 642164,"https://www.google.com/maps/search/50.850908,4.369689",
Repère placé,US submarine,"https://www.google.com/maps/search/30.8349865,123.5453511",
11 Abou El-Fadl Mosque,"DGSE
Man 38yo
Boss",https://www.google.com/maps/place/11+Abou+El-Fadl+Mosque/data=!4m2!3m1!1s0x1458406b4887d83b:0xc13702302466815c,
Repère placé,"DGSE
Woman 34yo","https://www.google.com/maps/search/30.0808663,31.2548308",
Repère placé,"DGSE
Man 48yo
Boss","https://www.google.com/maps/search/30.0956999,31.2120459",
Repère placé,"MI6
Man 43yo
Boss","https://www.google.com/maps/search/30.0894927,31.2610136",
Repère placé,"DGSE
Man 42yo
Boss","https://www.google.com/maps/search/30.0483689,31.2504823",
20 Mostafa El-Kordy,"DGSE
Man 39yo",https://www.google.com/maps/place/20+Mostafa+El-Kordy/data=!4m2!3m1!1s0x1458400c27df71d9:0x5f2bf8b7e6b73692,
Repère placé,"Tombeau du Christ
-9m","https://www.google.com/maps/search/31.7391398,35.2088052",
Repère placé,"DGSE
Woman 31yo + man 32yo","https://www.google.com/maps/search/31.2352575,121.4532181",
Repère placé,"Tombe
13e siècle av JC
-10m","https://www.google.com/maps/search/29.8483405,13.1505432",
Repère placé,"MI6
Man 56yo
Boss","https://www.google.com/maps/search/5.8383428,-55.1326397",
Repère placé,"DGSE
Man 43yo
Boss","https://www.google.com/maps/search/6.5047993,2.6433864",
Repère placé,Brasil spy,"https://www.google.com/maps/search/5.844813,-55.1380353",
Repère placé,Singapore spy,"https://www.google.com/maps/search/4.9453518,114.9529375",
Repère placé,"CIA
Woman 56yo + man 57yo
Boss","https://www.google.com/maps/search/4.7090841,-74.0486914",
Repère placé,"CIA
Man 42yo
Boss","https://www.google.com/maps/search/-41.28604,174.7664942",
Repère placé,"CIA
Man 47yo
Boss","https://www.google.com/maps/search/-35.3227282,149.1301423",
Repère placé,Argentina spy,"https://www.google.com/maps/search/-33.4322287,-70.6632246",
Staroswiecki Roberto S,"CIA
Man 47yo
Boss",https://www.google.com/maps/place/Staroswiecki+Roberto+S/data=!4m2!3m1!1s0x95bccac57b0f8451:0xff135ebe9293559d,
146 Captain Cook Cres,"MI6
Man 44yo
Boss",https://www.google.com/maps/place/146+Captain+Cook+Cres/data=!4m2!3m1!1s0x6b164c8c8a096ebb:0x18b0c8331ab6e679,
