Titre,Note,URL,Commentaire
Budget 43m$","https://www.google.com/maps/search/38.8698638,-77.0548281",
Repère placé,"CIA
Woman 48yo + Man 50yo
Boss","https://www.google.com/maps/search/48.8687973,2.3519946",
Repère placé,"Section Germany
Budget 71m$","https://www.google.com/maps/search/38.8722154,-77.0566041",
Repère placé,"Section UK
Budget 52m$","https://www.google.com/maps/search/38.8723465,-77.0552281",
Repère placé,"Section Brésil
Budget 39m$","https://www.google.com/maps/search/38.8693193,-77.0555175",
Repère placé,"French section
Budget 116m$","https://www.google.com/maps/search/38.8724859,-77.0558048",
Repère placé,"Section Venezuela
Juan Guaido CIA 2,3m$","https://www.google.com/maps/search/38.8694044,-77.0554233",
Repère placé,"Section Paraguay
Mario Abdo Benitez CIA 2,4m$","https://www.google.com/maps/search/38.8693388,-77.055891",
Repère placé,"CIA
Woman 56yo + Man 59yo
Boss","https://www.google.com/maps/search/48.8526139,2.3348908",
Repère placé,"I can see you...
Are you planning to eliminate my potential allies? Ocasio, Greta, Macron, Glucksmann?
You're thinking sniper 
Warning ⚠️
You're passing the red line
Too late, this will be known if I die.
China DLI will take advantage of my assassination to hit you","https://www.google.com/maps/search/38.8724276,-77.054804",
Repère placé,US submarine,"https://www.google.com/maps/search/37.2177046,124.6054547",
Repère placé,US submarine,"https://www.google.com/maps/search/37.4641281,124.3534263",
Repère placé,SNLE,"https://www.google.com/maps/search/48.8912523,-2.7181587",
Repère placé,Cables,"https://www.google.com/maps/search/36.6588346,-115.9939873",
Repère placé,Blindage,"https://www.google.com/maps/search/36.6581474,-116.0008195",
Repère placé,"Labos de test
Intégration logiciels","https://www.google.com/maps/search/36.6591425,-115.9959594",
Repère placé,Systèmes hydrauliques,"https://www.google.com/maps/search/36.6582647,-115.996643",
Repère placé,Mécanique,"https://www.google.com/maps/search/36.658252,-115.9972887",
Repère placé,Systèmes de visée,"https://www.google.com/maps/search/36.6586802,-116.000781",
Repère placé,"CIA
Man 57yo
Boss","https://www.google.com/maps/search/48.869294,2.336948",
Repère placé,"CIA
Woman 34yo
Boss","https://www.google.com/maps/search/48.8638228,2.358567",
Repère placé,"CIA
Man 43yo
Relais Marine le Pen","https://www.google.com/maps/search/48.8690196,2.3471776",
Repère placé,"Tomb
Gold
3e siècle av JC","https://www.google.com/maps/search/37.1572565,22.4631193",
Repère placé,War Robots factory,"https://www.google.com/maps/search/37.3876012,-79.1615243",
Repère placé,"CIA
Woman 47yo
Boss","https://www.google.com/maps/search/48.8681293,2.3429632",
Repère placé,"Agents doubles DGSE CIA
Woman 53yo + Man 53yo","https://www.google.com/maps/search/48.8715869,2.3596888",
Repère placé,"CIA
Man 54yo
Boss","https://www.google.com/maps/search/48.8657549,2.3540857",
Repère placé,"Tombe
Rosette runique 
950 ap JC
-8m","https://www.google.com/maps/search/63.6209564,11.7746371",
Repère placé,"CIA
Woman 44yo + Man 45yo
Boss","https://www.google.com/maps/search/48.8581433,2.3641403",
Repère placé,US submarine,"https://www.google.com/maps/search/37.5245842,124.0909966",
Repère placé,"CIA
Woman 56yo + man 56yo
Boss","https://www.google.com/maps/search/48.8658444,2.3341914",
Repère placé,"CIA
Man 54yo","https://www.google.com/maps/search/48.8677663,2.3416526",
