Titre,Note,URL,Commentaire
Salade
Saucisson 
Poulet Frites
Gruyère 
Tarte tatintatin
Mess des officiers :
Plat indien boeuf
Ile flottante","https://www.google.com/maps/search/42.4459591,6.2186342",
Repère placé,"Tombe
3e av JC
Weapons
Gold","https://www.google.com/maps/search/42.5721599,1.5490639",
Repère placé,Military supply,"https://www.google.com/maps/search/25.4256246,119.1196392",
Repère placé,"CIA
Man 34yo + woman 34yo","https://www.google.com/maps/search/25.3549329,55.4563112",
"No. 32, Lane 25, Xingshan Rd, Neihu District","CIA 6e étage
Man 32yo
Living room tiroir SD card
Big Boss CIA tapé","https://www.google.com/maps/place/No.+32,+Lane+25,+Xingshan+Rd,+Neihu+District/data=!4m2!3m1!1s0x3442ab83586232dd:0xb9e7ce5fef27c29",
Repère placé,Military supply,"https://www.google.com/maps/search/25.0373595,116.9722037",
Repère placé,Military supply,"https://www.google.com/maps/search/25.0365157,116.9722801",
Repère placé,Military supply,"https://www.google.com/maps/search/24.8829735,118.6802706",
Eglise Saint Louis,"Chevalier Bayard tomb
Dans la crypte
Grande carcasse blessée
Petite croix
Couple avec un ange
Check DNA",https://www.google.com/maps/place/Eglise+Saint+Louis/data=!4m2!3m1!1s0x478af489454d42fb:0xea8bd44176805bdc,
Repère placé,"CIA
Man 34yo + woman 32yo
Bureau armoire SD card
Big boss CIA Montréal","https://www.google.com/maps/search/45.4891197,-73.6263226",
Église Saint-Laurent du Puy-en-Velay,"Duguesclin tomb
Check DNA",https://www.google.com/maps/place/%C3%89glise+Saint-Laurent+du+Puy-en-Velay/data=!4m2!3m1!1s0x47f5fb0069fd91f3:0xbd6bd04b5146db66,
Musée d'Aquitaine,"Montaigne tomb
Check DNA",https://www.google.com/maps/place/Mus%C3%A9e+d'Aquitaine/data=!4m2!3m1!1s0xd5527c5d83ab46f:0x6d35932779e19514,
Repère placé,"Dupont de ligonnès
Armé fusil
Paranoïaque
Prêt à mourir
Prudence","https://www.google.com/maps/search/44.5771006,7.3222177",
Repère placé,"Tombe
8e siècle
-4m","https://www.google.com/maps/search/44.7551319,6.7882509",
Repère placé,"CIA
Man 29yo
Couloir plinthe SD card
Big Boss CIA Bucarest","https://www.google.com/maps/search/44.444488,26.0719075",
2642 Hollis St,"DGSE
Woman 48yo + man 48yo",https://www.google.com/maps/place/2642+Hollis+St/data=!4m2!3m1!1s0x8640b9d05a567623:0x9bbedacfac8f52e5,
Repère placé,"Sous-marin nucléaire américain
-70m
24km/h
216°
2 femmes à bord
1 est malade, nausées, vomissements (mal de mère) 😘","https://www.google.com/maps/search/41.9255166,-25.6762035",
Repère placé,"SNLE
(Gold under)","https://www.google.com/maps/search/42.1652469,5.8742335",
Repère placé,Spanish submarine,"https://www.google.com/maps/search/41.3907124,2.6186785",
Repère placé,Nuclear test,"https://www.google.com/maps/search/40.9676799,127.8180441",
Repère placé,"SNLE
Justice for Rwanda or vengeance","https://www.google.com/maps/search/42.4246974,6.1166",
Repère placé,"DGSE
Man 41yo + woman 39yo
RN","https://www.google.com/maps/search/41.9028964,12.5040729",
Repère placé,"Submarine base gate
2 submarines","https://www.google.com/maps/search/41.3426675,-72.0819348",
Repère placé,SNLE,"https://www.google.com/maps/search/42.040081,6.4204805",
永定门,"CIA
Woman 42yo
Boss",https://www.google.com/maps/place/%E6%B0%B8%E5%AE%9A%E9%97%A8/data=!4m2!3m1!1s0x35f1ad623008dca7:0xb2441f0f03c818cd,
Repère placé,"Tombe
Couple royal
7e siècle
-12m
Gold","https://www.google.com/maps/search/39.7599259,67.3199611",
Repère placé,"CIA
Man 57yo
Boss","https://www.google.com/maps/search/39.9324886,116.4066495",
Repère placé,"CIA
Woman 44yo + man 46yo","https://www.google.com/maps/search/48.8470152,2.3936657",
Repère placé,"You are here now
Move!
This war is a disaster
Stop it
Replace Putin, he's over
Here
Ça va Putin?
Bientôt prêts tes robots?
Je crains que ton intelligence ne soit trop artificielle
Sinon ça va à bakhmout?
Here
Meeting starting
What's the plan?","https://www.google.com/maps/search/55.754077,37.6171278",
Repère placé,"CIA
Man 46yo
Salon lock 760815","https://www.google.com/maps/search/48.8283916,2.2991098",
Repère placé,"New here
Reduce the team
Ghost still here
Un petit tour par ici 👻
Here","https://www.google.com/maps/search/55.753327,37.6156405",
Repère placé,"CIA
Man 31yo
Salon plinthe SD card
Big boss CIA Ankara","https://www.google.com/maps/search/39.9493663,32.7335511",
Repère placé,BND woman 29yo brune 1m58 pointure 37,"https://www.google.com/maps/search/39.9137864,116.4276304",
Repère placé,CIA,"https://www.google.com/maps/search/39.918077,116.4089857",
Repère placé,CIA woman 34y 1m65,"https://www.google.com/maps/search/39.9273826,116.4175969",
玉林东里三区5幢,"Japanese agent woman 43yo 1m64
You have 19 more in the area
This one is lowest importance
For DLI: this woman knows nothing, let here go back home safely
Thanks",https://www.google.com/maps/place/%E7%8E%89%E6%9E%97%E4%B8%9C%E9%87%8C%E4%B8%89%E5%8C%BA5%E5%B9%A2/data=!4m2!3m1!1s0x35f04dad958057e7:0xc852ab81752af43d,
Repère placé,"Military research center
Tanks","https://www.google.com/maps/search/39.8690498,116.5365492",
Repère placé,"CIA woman 36yo 1m54
Couloir plinthe SD card
Big Boss CIA pekin","https://www.google.com/maps/search/39.9101426,116.4085576",
Repère placé,"Military research center
Nuclear","https://www.google.com/maps/search/39.8804981,116.2351739",
Repère placé,CIA,"https://www.google.com/maps/search/39.8824064,116.3454593",
Repère placé,"Military research center
Space","https://www.google.com/maps/search/39.8350586,116.5181305",
Repère placé,"CIA
Man 57yo + woman 57yo
Couloir plinthe SD card
Main Boss
Je sais t'es Math (Che ->ss)","https://www.google.com/maps/search/39.800183,116.4491696",
Repère placé,"Military research center
Missiles","https://www.google.com/maps/search/39.8838181,116.2608701",
Repère placé,"Military research center
Chemicals","https://www.google.com/maps/search/39.4909067,116.2633089",
兴隆装饰服务队,"Military research center
Signals",https://www.google.com/maps/place/%E5%85%B4%E9%9A%86%E8%A3%85%E9%A5%B0%E6%9C%8D%E5%8A%A1%E9%98%9F/data=!4m2!3m1!1s0x35f04c3249097193:0x82b4028b414aa98d,
Repère placé,"Research center
Blindages militaires","https://www.google.com/maps/search/39.8850432,116.4304856",
Repère placé,DGSE,"https://www.google.com/maps/search/39.8655948,116.3613725",
Repère placé,Taiwan War operational center,"https://www.google.com/maps/search/24.8791055,118.6548825",
Repère placé,CO,"https://www.google.com/maps/search/24.8791755,118.6534458",
Repère placé,Commando projection rail coco,"https://www.google.com/maps/search/39.3532381,117.0863343",
Repère placé,"Military research center
Light weapons
Copying Kalash!!
Copyrights 😏","https://www.google.com/maps/search/39.2453595,115.7922235",
Repère placé,"DGSE
Woman 49yo + Man 51yo
Bureau sofa SD card
Big boss
🖕(Rwanda's 👻)","https://www.google.com/maps/search/38.9128052,-77.0337634",
Repère placé,FSB,"https://www.google.com/maps/search/38.8823831,-76.9986298",
Repère placé,FSB,"https://www.google.com/maps/search/38.8857218,-77.0906906",
Repère placé,J-20 elevator,"https://www.google.com/maps/search/39.3680184,117.101174",
Repère placé,"Military research center
Biological","https://www.google.com/maps/search/39.3264003,117.0782193",
Repère placé,"Ammunition stock
3 underground levels
Priority target","https://www.google.com/maps/search/39.2541033,115.8000579",
Repère placé,FSB,"https://www.google.com/maps/search/38.8769542,-77.0003434",
Repère placé,FSB 316,"https://www.google.com/maps/search/38.8848436,-77.0007893",
Repère placé,"Type-99 parking entrance
6 underground levels","https://www.google.com/maps/search/39.3588085,117.0781506",
Repère placé,"Military research center
Modern infantry","https://www.google.com/maps/search/39.2446377,115.7922191",
